Name,Type,Climate,Terrain,Frequency,Organization,Activity Cycle,Diet,Intelligence,% in Lair,Treasure,Alignment,No. Appearing,AC,Movement,HD,Thac0,No. Attacks,Damage,Special Attack,Special Defence,MR,Size,Morale,Psionic Ability,A/D Modees,Level,XP,Source,Edition
Devil - Princess - Lilis,Outsider,N/A,N/A,Unique,N/A,N/A,N/A,Exceptional (15-16),85%,"Qx4,S",LE,1,-1,"14, Fl 26",66 hp,N/A,1,By weapon +3,Special,Special,60%,M (5'),N/A,211,All/All,???,???,Dragon075,1e
Devil - Princess - Lilith,Outsider,N/A,N/A,Unique,N/A,N/A,N/A,Genius (17-18),80%,"C,I,S",LE,1,-1,"16, Fl 30",71 hp,N/A,2,2-12 or by weapon +5,Special,Special,75%,L (9'),N/A,222,All/All,???,???,Dragon076,1e
Devil - Princess - Naome,Outsider,N/A,N/A,Unique,N/A,N/A,N/A,Genius (17-18),85%,"P,S,T",LE,1,-2,"16, Fl 26",69 hp,N/A,1,By weapon +5,Special,Special,70%,M (6'),N/A,219,All/All,???,???,Dragon075,1e
Devil - Queen - Bensozia,Outsider,N/A,N/A,Unique,N/A,N/A,N/A,Genius (17-18),95%,"C,R,X",LE,1,-2,"18, Fl 26",86 hp,N/A,1,2-12,Special,Special,80%,M (6'),N/A,261,All/All,???,???,Dragon076,1e
Devil - Ronnell Maughdonnell - Count of the Hells,Outsider,N/A,N/A,Unique,N/A,N/A,N/A,Exceptional (15-16),10%,H,LE,1,-4,18,116 hp,N/A,2,By weapon or 2-9(x2),Slime; Fast-food mania aura; Spells,Spells,80%,L (13'),N/A,208,All/All,???,???,Dragon120,1e
Devil - Selm (Prince of Possessors),Outsider,N/A,N/A,Very Rare,N/A,N/A,N/A,Genius (17-18),60%,"Vx2,Y",LE,1,-5,15,140 hp,N/A,2,1-10/2-24,Special,+1 to hit; Special,80%,M (7'),N/A,250,All/All,???,???,Dragon042,1e
Devourer - Lankhmar,Monster,Unknown,Any,Very Rare,Solitary or Corporation,Any,Omnivore,Exceptional to Genius (15-18),N/A,"Qx10,Z (D,F,H)",LE,1,0,18,10,11,1,1-8 or by weapon,Enchanted weapons,Illusion,15%,L (7'+),16,Nil,Nil,N/A,5000,TSR 2137 - Lankhmar City of Adventure,2e
Devourer (Planescape),Outsider,Astral or Ethereal planes,Any,Very Rare,Solitary,Any,Life Energy,Exceptional (15-16),N/A,Nil,NE,1,2,12,9+3,11,1,2-12,Level drain; Spirit theft; Spells,Hit point regeneration; Protection from spells,45%,L (8'),17,Nil,Nil,N/A,13000,TSR 2635 - Monstrous Compendium - Planescape Appendix III,2e
Dhampire,Humanoid,Transylvania,Any,Rare,Solitary,Any,Hemativore (Blood),High (13-14),N/A,Nil,Any,1,10,12,Varies,Varies,1,By weapon +4,Confusion gaze,+1 to hit; Resistance to vampric charm,Nil,M,15-16,Nil,Nil,N/A,475 or more,TSR 9529 - A Guide to Transylvania,2e
Dhaot,Undead,Any,Any,Uncommon,Solitary,Any,Nil,Very (11-12),N/A,O,CN or E,1,3 or as in life,9,3+3 or as in life,17 or as in life,1,Special,Illusions,Special,Nil,M (6'),13-14,Nil,Nil,N/A,650 + 500/HD over 7,"TSR 2433 - Monstrous Compendium, Dark Sun Appendix II",2e
Dharculus,Outsider,Ethereal Plane,Any,Very Rare,Solitary,Any,Carnivore,Very (11-12),N/A,Nil,CN,1,2,9,10,11,6 or 1,1-4(x6) or 2-20,Nil,Ethereal attack,Nil,H (30'),14,Nil,Nil,N/A,3000,"TSR 2173 - Monstrous Compendium Annual, Volume Four",2e
Dharum Suhn,Outsider,Plane of Earth,Any,Uncommon,Clan,Any,Nil,Genius (17-18),N/A,Qx20,N(L),1-4,0,6,24,5,2,3-24(x2),Spells,+1 to hit; Immune to blunt,60%,H (20'),20,Nil,Nil,N/A,32000,TSR 2635 - Monstrous Compendium - Planescape Appendix III,2e
Dhour,Outsider,Astral or Ethereal planes,Any,Rare,Solitary,Any,Omnivore,High (13-14),N/A,B,NE,1 (2-8),5,9,7+7,13,1,4-16,Engulf; Psionics,Immune to blunt; Half damage from slashing,Nil,L (8'),15-16,150,All/All,N/A,7000,TSR 2613 - Monstrous Compendium - Planescape Appendix II,2e
Dhrakoth (The Corrupter),Dragon,Any,Mass grave sites and Ancient tombs,Unique,Solitary,Any,Life Energy,Exceptional (16),N/A,"B,H,S,T",NE,1,-6,"9, Fl 6 (D)",20 (160 hp),1,3 + special,1-8(x2)/4-40,Command undead; Breath weapons; Spells,+2 to hit; Spell immunities,55%,G (100'),20,Nil,Nil,N/A,37000,Dragon260,2e
Diabolus,Outsider,Any,Any,Very Rare,Anarchy,Any,Omnivore,Average (8-10),N/A,M (A),Any (CG),Any,9 (base),12,1,20,1,By weapon or 1-6 or 1-4,Poison,Nil,100%,M (6'),10,Nil,Nil,N/A,Varies,"TSR 2501 - Monstrous Compendium, Mystara Appendix",2e
Diakk - Carcene,Outsider,The Gray Waste,Any,Common,Flock,Night,Carnivore,Average (8-10),N/A,Nil,NE,2-12,3,12,8+8,13,2,2-8(x2),Spells,Spells,30%,M (5'),8-10,Nil,Nil,N/A,4000,TSR 2615 - Planes of Conflict,2e
Diakk - Varath,Outsider,The Gray Waste,Any,Common,Flock,Any,Carnivore,Low (5-7),N/A,Nil,NE,2-16,0,21,6+6,15,1,1-12,Spells,Spells,30%,L (8'),5-7,Nil,Nil,N/A,2000,TSR 2615 - Planes of Conflict,2e
Diakka,Outsider,N/A,N/A,Common,N/A,N/A,N/A,Low to Average (5-10),25%,Nil,NE(L),2-16,0 (3),21 or 12,6+6 or 8+8,N/A,1 or 2,1-12 or 2-8(x2),Special,Special,30%,M-L,N/A,Nil,Nil,VII,1300+12,TSR 2016 - Monster Manual II (First Edition),1e
Dimensional Warper,Monster,Any,Any,Very Rare,Solitary,Any,Omnivore,Supra-genius (19-20),N/A,Nil,N,1,1,12 ,8 to 10,13 to 11,3,1-3(X2)/1-6,Special,Special,Nil,M (6'),14,Nil,Nil,N/A,3500 to 5000,"TSR 2125 - Monstrous Compendium, Forgotten Realms Appendix II",2e
Dingonek,Magical Beast,N/A,N/A,Rare,N/A,N/A,N/A,Semi (2-4),0%,Nil,N,1-2,3,"9, Sw 9, Br 6",8+4,N/A,3,2-16/2-12(x2),Charge,Nil,Standard,L,N/A,Nil,Nil,VII,1300+12,Dragon122,1e
Dinosaur - Aetosaur,Animal,N/A,N/A,Common,N/A,N/A,N/A,Animal (1),5%,Nil,N,1 or 3-24,4,"6, Sw 15",1 hp to 6 HD,N/A,3,0 to 2-8,Tail Sweep,Nil,Standard,S-L (2-55'),N/A,Nil,Nil,???,???,Dragon112,1e
Dinosaur - Allosaurus,Animal,N/A,N/A,Uncommon,N/A,N/A,N/A,Non (0),0%,Nil,N,1,5,15,12,N/A,3,1-6(x2)/3-25,Nil,Nil,Standard,L (30'),N/A,Nil,Nil,???,???,Dragon055,1e
Dinosaur - Allosaurus,Animal,Any,Land,Uncommon,Solitary,Day,Carnivore,Non (0),N/A,Nil,N,1-2,5,15,15,8,3,1-4(x2)/6-24,Nil,Nil,Nil,G (40'),12,Nil,Nil,N/A,9000,"TSR 2158 - Monstrous Compendium Annual, Volume Two",2e
Dinosaur - Anatosaurs (Trachodon),Animal,N/A,N/A,Common,N/A,N/A,N/A,Non (0),0%,Nil,N,2-16,5,15,8,N/A,Nil,Nil,Nil,Nil,Standard,L (30-40'),N/A,Nil,Nil,???,???,Dragon055,1e
Dinosaur - Anatosaurus (Trachodon),Animal,N/A,N/A,Common,N/A,N/A,N/A,Non (0),0%,Nil,N,2-12,5,12,12,N/A,1,1-4,Nil,Nil,Standard,L (30'+),N/A,Nil,Nil,N/A,N/A,TSR 2009 - Monster Manual (First Edition),1e
Dinosaur - Ankisaurus,Animal,N/A,N/A,Common,N/A,N/A,N/A,Non (0),0%,Nil,N,2-20,7,12,2,N/A,1,1-4,Nil,Climbing,Standard,M (7')`,N/A,Nil,Nil,I,20+2,TSR 2016 - Monster Manual II (First Edition),1e
Dinosaur - Ankylosaurus,Animal,N/A,N/A,Uncommon,N/A,N/A,N/A,Non (0),0%,Nil,N,1,-2,6,7,N/A,1,3-24,Nil,Nil,Standard,L (15'),N/A,Nil,Nil,???,???,Dragon055,1e
Dinosaur - Ankylosaurus,Animal,N/A,N/A,Uncommon,N/A,N/A,N/A,Animal (1),5%,Nil,N,1-8,2 or 3,6 or 9,1/2 to 11,N/A,2,1-2 to 2-20,Trample,Nil,Standard,M-L (6-35'),N/A,Nil,Nil,???,???,Dragon112,1e
Dinosaur - Ankylosaurus,Animal,Any,Land,Uncommon,Solitary,Day,Herbivore,Animal (1),N/A,Nil,N,2-5,0,6,9,11,1,3-18,Nil,Nil,Nil,H (15'),13,Nil,Nil,N/A,1400,TSR 2140 - Monstrous Manual (Second Edition),2e
Dinosaur - Ankylsaurus,Animal,N/A,N/A,Uncommon,N/A,N/A,N/A,Non (0),0%,Nil,N,2-5,0,6,9,N/A,1,3-18,Nil,Nil,Standard,L (15'+),N/A,Nil,Nil,N/A,N/A,TSR 2009 - Monster Manual (First Edition),1e
Dinosaur - Antrodemus (Allosaurus),Animal,N/A,N/A,Uncommon,N/A,N/A,N/A,Non (0),0%,Nil,N,1-2,5,15,15,N/A,3,1-4(x2)/6-24,Nil,Nil,Standard,L (30'),N/A,Nil,Nil,N/A,N/A,TSR 2009 - Monster Manual (First Edition),1e
Dinosaur - Apatosaurus (Brontosaurus),Animal,N/A,N/A,Common,N/A,N/A,N/A,Non (0),0%,Nil,N,1-6,5,6,30,N/A,1,3-18,Nil,Nil,Standard,L (70'),N/A,Nil,Nil,N/A,N/A,TSR 2009 - Monster Manual (First Edition),1e
Dinosaur - Apatosaurus (Brontosaurus),Animal,N/A,N/A,Common,N/A,N/A,N/A,Non (0),0%,Nil,N,1-12,5,9,21 to 40,N/A,1,2-20,Nil,Nil,Standard,L (70'),N/A,Nil,Nil,???,???,Dragon055,1e
Dinosaur - Aquatic - Archelon,Animal,Any,Oceans,Uncommon,Solitary,Day,Carnivore,Non (0),N/A,Nil,N,1-4,3,"3, Sw 15",7,13,1,3-12,Nil,Nil,Nil,L (12'),11,Nil,Nil,N/A,420,"TSR 2158 - Monstrous Compendium Annual, Volume Two",2e
Dinosaur - Aquatic - Dinichthys,Animal,Any,Oceans,Common,Solitary,Day,Carnivore,Non (0),N/A,Nil,N,1-4,7,Sw 21,10,11,1,5-20,Swallow,Nil,Nil,H (25'+),11,Nil,Nil,N/A,4000,"TSR 2158 - Monstrous Compendium Annual, Volume Two",2e
Dinosaur - Aquatic - Mosasaurus,Animal,Any,Water,Uncommon,Solitary,Day,Carnivore,Non (0),N/A,Nil,N,1-3,7,"3, Sw 15",12,9,1,4-32,Nil,Nil,Nil,G (50'),11,Nil,Nil,N/A,4000,"TSR 2158 - Monstrous Compendium Annual, Volume Two",2e
Dinosaur - Aquatic - Nothosaurus,Animal,Any,Water,Uncommon,Solitary,Day,Carnivore,Non (0),N/A,Nil,N,1,6,"3, Sw 18",6,15,1,5-20,Frenzy,Nil,Nil,L (10'+),10,Nil,Nil,N/A,650,"TSR 2158 - Monstrous Compendium Annual, Volume Two",2e
Dinosaur - Aquatic - Plesiosaurus,Animal,Any,Oceans,Common,Solitary,Day,Carnivore,Non (0),N/A,Nil,N,1-3,7,Sw 15,20,5,1,3-12,Flippers,Nil,Nil,H (18'+),10,Nil,Nil,N/A,12000,"TSR 2158 - Monstrous Compendium Annual, Volume Two",2e
Dinosaur - Aquatic - Temnodontosaurus,Animal,Any,Oceans,Rare,Solitary,Day,Carnivore,Non (0),N/A,Nil,N,1 (10% 2),4,Sw 24,10,11,1,5-20,Frenzy,Nil,Nil,G (30'),12,Nil,Nil,N/A,2000,"TSR 2158 - Monstrous Compendium Annual, Volume Two",2e
Dinosaur - Archelon Ischyras,Animal,N/A,N/A,Uncommon,N/A,N/A,N/A,Non (0),0%,Nil,N,1-4,3,"3, Sw 15",7,N/A,1,3-12,Nil,Nil,Standard,L (12'),N/A,Nil,Nil,N/A,N/A,TSR 2009 - Monster Manual (First Edition),1e
Dinosaur - Brachiosarus,Animal,N/A,N/A,Uncommon,N/A,N/A,N/A,Non (0),0%,Nil,N,1-8,5,9,31 to 50,N/A,1,3-30,Nil,Nil,Standard,L (60'),N/A,Nil,Nil,???,???,Dragon055,1e
Dinosaur - Brachiosaurus,Animal,N/A,N/A,Uncommon,N/A,N/A,N/A,Non (0),0%,Nil,N,1-6,5,6,36,N/A,1,5-20,Nil,Nil,Standard,L (60'),N/A,Nil,Nil,N/A,N/A,TSR 2009 - Monster Manual (First Edition),1e
Dinosaur - Brontosaurus,Animal,Any,Swamps,Common,Solitary,Day,Herbivore,Non (0),N/A,Nil,N,1-6,5,6,30,5,2,1-6/3-18,Crush (4-40 or 5-50),Nil,Nil,G (70'),12,Nil,Nil,N/A,22000,"TSR 2158 - Monstrous Compendium Annual, Volume Two",2e
Dinosaur - Camarasaurus,Animal,N/A,N/A,Common,N/A,N/A,N/A,Non (0),0%,Nil,N,2-8,6,6,20,N/A,1,3-12,Nil,Nil,Standard,L (50'),N/A,Nil,Nil,N/A,N/A,TSR 2009 - Monster Manual (First Edition),1e
Dinosaur - Camptosaurus,Animal,N/A,N/A,Common,N/A,N/A,N/A,Non (0),0%,Nil,N,2-16,7,9,1 to 3,N/A,0,0,Nil,Nil,Standard,S-L,N/A,Nil,Nil,I,5+1,TSR 2016 - Monster Manual II (First Edition),1e
Dinosaur - Carnosaur,Animal,N/A,N/A,Uncommon,N/A,N/A,N/A,Animal (1),5%,Nil,N,1-10 to 1-2,5,22 to 15,8 to 18,N/A,3,1-3(x2)/3-25 to 0/0/5-50,Swallow whole,Nil,Standard,L (15-40'),N/A,Nil,Nil,???,???,Dragon112,1e
Dinosaur - Ceratopsian,Animal,N/A,N/A,Common,N/A,N/A,N/A,Animal (1),5%,Nil,N,1-100,6,12 to 18,1 hp to 12 HD,N/A,1,0 to 3-24,Charge; Trample,Nil,Standard,S-L (3-30'),N/A,Nil,Nil,???,???,Dragon112,1e
Dinosaur - Ceratosaurus,Animal,Any,Land,Uncommon,N/A,N/A,N/A,Non (0),0%,Nil,N,1-4,5,15,8,N/A,3,1-6(x2)/4-16,Nil,Nil,Standard,L (17'),N/A,Nil,Nil,N/A,N/A,TSR 2009 - Monster Manual (First Edition),1e
Dinosaur - Ceratosaurus,Animal,N/A,N/A,Uncommon,Pack,Day,Carnivore,Non (0),N/A,Nil,N,1-4,5,15,8,13,3,1-6(x2)/4-12,Nil,Nil,Nil,H (17'),10,Nil,Nil,N/A,650,"TSR 2158 - Monstrous Compendium Annual, Volume Two",2e
Dinosaur - Cetiosaurus,Animal,N/A,N/A,Uncommon,N/A,N/A,N/A,Non (0),0%,Nil,N,1-4,6,6,24,N/A,1,3-18,Nil,Nil,Standard,L (60'),N/A,Nil,Nil,N/A,N/A,TSR 2009 - Monster Manual (First Edition),1e
Dinosaur - Chelonian - Marine,Animal,N/A,N/A,Common,N/A,N/A,N/A,Non (0),5%,Nil,N,1,3,"3, Sw 18",1 hp to 7 HD,N/A,1,0 to 2-8,Capsize boat,Shell,Standard,S-L (2-12'),N/A,Nil,Nil,???,???,Dragon112,1e
Dinosaur - Coelurosaur,Animal,N/A,N/A,Common,N/A,N/A,N/A,Animal (1),5%,Nil,N,1 to 1-20,6,15 to 21,1 hp to 6 HD,N/A,3,0 to 1-4/1-4/2-8,Rear claws,Nil,Standard,S-L (2-13'),N/A,Nil,Nil,???,???,Dragon112,1e
Dinosaur - Compsognathus,Animal,N/A,N/A,Common,N/A,N/A,N/A,Animal (1),0%,Nil,N,1-12,5,10,1-1,N/A,1,1-3,Surprise on 1-3,Nil,Standard,S (1.5'),N/A,Nil,Nil,???,5+1,Dragon066,1e
Dinosaur - Compsognathus,Animal,Any,Land,Common,N/A,N/A,N/A,Non (0),0%,Nil,N,1-12,5,10,1-1,N/A,1,1-3,Surprise on 1-3,Nil,Standard,S (1.5'),N/A,Nil,Nil,I,5+1,TSR 2016 - Monster Manual II (First Edition),1e
Dinosaur - Compsognathus,Animal,N/A,N/A,Common,Pack,Night,Carnivore,Non (0),N/A,Nil,N,1-12,5,10,1-1,20,1,1-3,Surprise (-3),Nil,Nil,T (1.5'),8,Nil,Nil,N/A,35,"TSR 2158 - Monstrous Compendium Annual, Volume Two",2e
Dinosaur - Crocodilian,Animal,N/A,N/A,Common,N/A,N/A,N/A,Animal (1),5%,Nil,N,1 or 3-24,5,"6, Sw 15",1 hp to 14 HD,N/A,3,0 to 3-36,Tail Sweep,Nil,Standard,S-L (2-55'),N/A,Nil,Nil,???,???,Dragon112,1e
Dinosaur - Cynodont,Animal,N/A,N/A,Uncommon,N/A,N/A,N/A,Animal (1),5%,Nil,N,1 to 2-20,7,12,1 hp to 4 HD,N/A,1,0 to 2-8,Nil,Nil,Standard,S-M (up to 6'),N/A,Nil,Nil,???,???,Dragon112,1e
Dinosaur - Dacentrurus,Animal,N/A,N/A,Uncommon,N/A,N/A,N/A,Non (0),0%,Nil,N,2-8,3 (6),9,10,N/A,1,2-16,Nil,Special,Standard,L (15'),N/A,Nil,Nil,VI,900+14,TSR 2016 - Monster Manual II (First Edition),1e
Dinosaur - Deinonychus,Animal,Any,N/A,Rare,N/A,N/A,N/A,Non (0),0%,Nil,N,1-6,4,"21, Jp 1",4+1,N/A,3,1-2(x2)/2-8,Gutting talons for 2-12,Nil,Standard,L (12'),N/A,Nil,Nil,III,130+5,TSR 2016 - Monster Manual II (First Edition),1e
Dinosaur - Deinonychus,Animal,N/A,N/A,Uncommon,N/A,N/A,N/A,Non (0),0%,Nil,N,2-12,6,21,3,N/A,5,1-4(x2)/1-6(x3),Nil,Nil,Standard,M (12'),N/A,Nil,Nil,???,???,Dragon055,1e
Dinosaur - Deinonychus,Animal,N/A,Land,Rare,Pack,Day,Carnivore,Animal (1),N/A,Nil,N,1-6,4,21,4+1,17,3,1-3(x2)/2-8,Nil,Nil,Nil,L (12'),11,Nil,Nil,N/A,270,TSR 2140 - Monstrous Manual (Second Edition),2e
Dinosaur - Deinonychusaur,Animal,N/A,N/A,Uncommon,N/A,N/A,N/A,Animal (1),5%,Nil,N,1 or 1-20,6,18 to 21,1 to 7,N/A,3,up to 1-4(x2)/2-12,Rear claws,Nil,Standard,S-L (6-13'),N/A,Nil,Nil,???,???,Dragon112,1e
Dinosaur - Deinosuchus,Animal,Subtropical and Tropical,Fresh Water,Rare,Solitary,Day,Carnivore,Animal (1),N/A,Nil,N,1-3,4,"12, Sw 15 (sprint: 20)",17,5,1,6-48 or 3-30,Ambush,Nil,Nil,G (49'),14,Nil,Nil,N/A,10000,Dragon187,2e
Dinosaur - Dicynodont,Animal,N/A,N/A,Common,N/A,N/A,N/A,Animal (1),0%,Nil,N,2-40,7,12,1 hp to 6 HD,N/A,1,0 to 2-8,Trample,Nil,Standard,S-L (up to 9'),N/A,Nil,Nil,???,???,Dragon112,1e
Dinosaur - Dilophosaurus,Animal,N/A,N/A,Rare,N/A,N/A,N/A,Non (0),0%,Nil,N,1-3,5,"18, Jp 1",8+2,N/A,3,2-12(x2)/1-6,Nil,Nil,Standard,L (20'),N/A,Nil,Nil,VI,600+12,TSR 2016 - Monster Manual II (First Edition),1e
Dinosaur - Dimetrodon,Animal,Any,Land,Uncommon,N/A,N/A,N/A,Non (0),0%,Nil,N,1 or 2,4,"12, Sw 6",3 to 5,N/A,1,6-15,Nil,Nil,Standard,L (9'),N/A,Nil,Nil,III,65+4,TSR 2016 - Monster Manual II (First Edition),1e
Dinosaur - Dimetrodon,Animal,N/A,N/A,Uncommon,Solitary,Day,Carnivore,Non (0),N/A,Nil,N,1-2,4,"12, Sw 6",3 to 5,17 to 15,1,6-15 (3d4+3),Nil,Nil,Nil,L (9'),11,Nil,Nil,N/A,65 to 175,"TSR 2158 - Monstrous Compendium Annual, Volume Two",2e
Dinosaur - Dinichtys,Animal,N/A,N/A,Common,N/A,N/A,N/A,Non (0),0%,Nil,N,1-4,7,21,10,N/A,1,5-20,Nil,Nil,Standard,L (25'+),N/A,Nil,Nil,N/A,N/A,TSR 2009 - Monster Manual (First Edition),1e
Dinosaur - Dinicthys,Animal,N/A,N/A,Common,N/A,N/A,N/A,Non (0),0%,Nil,N,1,6,Sw 18,7,N/A,1,3-24,Nil,Nil,Standard,L (25'),N/A,Nil,Nil,???,???,Dragon055,1e
Dinosaur - Diplodocus,Animal,N/A,N/A,Common,N/A,N/A,N/A,Non (0),0%,Nil,N,1-12,5,8,21 to 30,N/A,1,2-16,Nil,Nil,Standard,L (90'),N/A,Nil,Nil,???,???,Dragon055,1e
Dinosaur - Diplodocus,Animal,Any,N/A,Common,N/A,N/A,N/A,Non (0),0%,Nil,N,1-6,6,6,24,N/A,1,3-18,Nil,Nil,Standard,L (80'),N/A,Nil,Nil,N/A,N/A,TSR 2009 - Monster Manual (First Edition),1e
Dinosaur - Diplodocus,Animal,N/A,Swamps,Common,Family,Day,Herbivore,Animal (1),N/A,Nil,N,1-6,6,6,24,5,1,3-18,Nil,Nil,Nil,G (80'),12,Nil,Nil,N/A,16000,TSR 2140 - Monstrous Manual (Second Edition),2e
Dinosaur - Elasmosarus,Animal,N/A,N/A,Common,N/A,N/A,N/A,Non (0),0%,Nil,N,1,6,Sw 15,8,N/A,1,3-18,Nil,Nil,Standard,L (40'),N/A,Nil,Nil,???,???,Dragon055,1e
Dinosaur - Elasmosaurus,Animal,Any,N/A,Uncommon,N/A,N/A,N/A,Non (0),0%,Nil,N,1-2,7,15,15,N/A,1,4-24,Nil,Nil,Standard,L (50'),N/A,Nil,Nil,N/A,N/A,TSR 2009 - Monster Manual (First Edition),1e
Dinosaur - Elasmosaurus,Animal,N/A,Oceans,Uncommon,Solitary,Day,Carnivore,Animal (1),N/A,Nil,N,1-2,7,"3, Sw 15",15,5,1,4-24,Nil,Nil,Nil,G (50'),12,Nil,Nil,N/A,6000,TSR 2140 - Monstrous Manual (Second Edition),2e
Dinosaur - Euparkeria,Animal,N/A,N/A,Common,N/A,N/A,N/A,Animal (1),0%,Nil,N,1-6,5,13,1+1,N/A,1,2-5,Nil,Nil,Standard,S (3'),N/A,Nil,Nil,???,20+2,Dragon066,1e
Dinosaur - Euparkeria,Animal,N/A,N/A,Common,Pack,Day,Carnivore,Non (0),N/A,Nil,N,2-8,5,15,1+1,19,1,2-5,Nil,Nil,Nil,S (3'),8,Nil,Nil,N/A,35,"TSR 2158 - Monstrous Compendium Annual, Volume Two",2e
Dinosaur - Euparkeria,Animal,Any,Land,Common,N/A,N/A,N/A,Non (0),0%,Nil,N,2-8,5,15,1+1,N/A,1,2-5,Nil,Nil,Standard,S(3'),N/A,Nil,Nil,I,20+2,TSR 2016 - Monster Manual II (First Edition),1e
Dinosaur - Gorgosaurus,Animal,N/A,N/A,Uncommon,Solitary,Day,Carnivore,Non (0),N/A,Nil,N,1-2,5,15,13,7,3,1-3(x2)/7-28,Nil,Nil,Nil,G (30'),11,Nil,Nil,N/A,5000,"TSR 2158 - Monstrous Compendium Annual, Volume Two",2e
Dinosaur - Gorgosaurus,Animal,Any,Land,Uncommon,N/A,N/A,N/A,Non (0),0%,Nil,N,1-2,5,15,13,N/A,3,1-3(x2)/7-28,Nil,Nil,Standard,L (30'+),N/A,Nil,Nil,N/A,N/A,TSR 2009 - Monster Manual (First Edition),1e
Dinosaur - Ichthyosaur,Animal,N/A,N/A,Common,N/A,N/A,N/A,Non (0),5%,Nil,N,1-20,6,Sw 18 to Sw 24,1/2 to 10,N/A,1,1-4 to 5-20,Nil,Nil,Standard,S-L (3-30'),N/A,Nil,Nil,???,???,Dragon112,1e
Dinosaur - Icthyosaurus,Animal,N/A,N/A,Common,N/A,N/A,N/A,Non (0),0%,Nil,N,1-20,8,Sw 24,2,N/A,1,1-6,Nil,Nil,Standard,M (7'),N/A,Nil,Nil,???,???,Dragon055,1e
Dinosaur - Iguanadon,Animal,N/A,N/A,Common,N/A,N/A,N/A,Non (0),0%,Nil,N,3-18,4,15,6,N/A,3,1-3(x2)/2-8,Nil,Nil,Standard,L (30'),N/A,Nil,Nil,N/A,N/A,TSR 2009 - Monster Manual (First Edition),1e
Dinosaur - Iguanadon ,Animal,N/A,N/A,Common,N/A,N/A,N/A,Non (0),0%,Nil,N,2-8,5,12,8,N/A,2,1-4(x2),Nil,Nil,Standard,L (30'),N/A,Nil,Nil,???,???,Dragon055,1e
Dinosaur - Iguanodon,Animal,Any,Land,Common,Herd,Day,Carnivore,Non (0),N/A,Nil,N,1-2,4,"12, Sw 12",3 to 5,17 to 15,1,6-15,Nil,Nil,Nil,L (9'),11,Nil,Nil,N/A,65 to 175,"TSR 2158 - Monstrous Compendium Annual, Volume Two",2e
Dinosaur - Kentrosaurus,Animal,N/A,N/A,Uncommon,N/A,N/A,N/A,Non (0),0%,Nil,N,1-6,2 (6),9,11,N/A,1,4-16,Nil,Nil,Standard,L (16'),N/A,Nil,Nil,VII,2000+16,TSR 2016 - Monster Manual II (First Edition),1e
Dinosaur - Kronosaurus,Animal,Subtropical and Tropical,Water,Rare,Solitary,Day,Carnivore,Animal (1),N/A,Nil,N,1-2,7,Sw 15,17,5,1,7-56,Swallow whole,Nil,Nil,G (42'),16,Nil,Nil,N/A,11000,Dragon187,2e
Dinosaur - Labyrinthodont,Animal,N/A,N/A,Common,N/A,N/A,N/A,Non (0),5%,Nil,N,1 or 3-24,7,"3, Sw 22",1 hp to 8 HD,N/A,3,0 to 2-20,Swallow whole,Nil,Standard,S-L (2-15'),N/A,Nil,Nil,???,???,Dragon112,1e
Dinosaur - Lambeosaurus,Animal,N/A,Land,Common,Herd,Day,Herbivore,Animal (1),N/A,Nil,N,2-16,6,12,12,9,1,2-12,Nil,Nil,Nil,H (20'),12,Nil,Nil,N/A,2000,TSR 2140 - Monstrous Manual (Second Edition),2e
Dinosaur - Lambeosaurus,Animal,Any,N/A,Common,N/A,N/A,N/A,Non (0),0%,Nil,N,2-16,6,12,12,N/A,1,2-12,Nil,Nil,Standard,L (20'+),N/A,Nil,Nil,N/A,N/A,TSR 2009 - Monster Manual (First Edition),1e
Dinosaur - Mamechisaurus,Animal,N/A,N/A,Uncommon,N/A,N/A,N/A,Non (0),0%,Nil,N,1-6,7,6,18,N/A,1,2-16,Special,Nil,Standard,L (80'),N/A,Nil,Nil,VII,3000+25,TSR 2016 - Monster Manual II (First Edition),1e
Dinosaur - Massopondylus,Animal,N/A,N/A,Uncommon,N/A,N/A,N/A,Non (0),0%,Nil,N,4-16,5,15,7,N/A,1,3-12,Nil,Nil,Standard,L (18'+),N/A,Nil,Nil,IV,225+8,TSR 2016 - Monster Manual II (First Edition),1e
Dinosaur - Megalosaurus,Animal,N/A,N/A,Uncommon,N/A,N/A,N/A,Non (0),0%,Nil,N,1-2,5,12,12,N/A,1,3-18,Nil,Nil,Standard,L (25'),N/A,Nil,Nil,N/A,N/A,TSR 2009 - Monster Manual (First Edition),1e
Dinosaur - Monoclonius,Animal,N/A,N/A,Common,Herd,Day,Carnivore,Non (0),N/A,Nil,N,2-8,5,15,1+1,19,1,2-5,Nil,Nil,Nil,S (3'),8,Nil,Nil,N/A,35,"TSR 2158 - Monstrous Compendium Annual, Volume Two",2e
Dinosaur - Monoclonius,Animal,Any,Land,Common,N/A,N/A,N/A,Non (0),0%,Nil,N,2-12,3/4,6,8,N/A,1,2-16,Nil,Nil,Standard,L (18'),N/A,Nil,Nil,N/A,N/A,TSR 2009 - Monster Manual (First Edition),1e
